Neighbourhood,Pets,Tenant_Parking,Building_features,Property_features,Listing_Type,Sq_Feet,Baths,Beds,Rent_Monthly,Fulldescription_len
Dalhousie,0,0,0,8,Townhouse,920,2.0,3,1400,702
Rosscarrock,1,0,0,5,Main,864,1.0,2,1125,1000
Montgomery,0,0,0,2,House,732,1.0,2,1250,529
Beltline,0,1,16,15,Condo,768,1.0,2,1650,518
Mission,1,1,0,14,Condo,860,1.0,2,1400,900
Panorama Hills,0,1,0,13,Condo,880,2.0,2,1350,3
Dover,0,1,0,17,Townhouse,1438,3.5,3,1695,435
Mayland Heights,1,0,0,10,Main,864,1.0,2,1350,1040
Sunalta,0,0,2,9,Apartment,470,1.0,1,800,1338
Sunnyside,1,0,1,5,Apartment,864,1.0,2,1300,1037
-1,1,0,0,20,Townhouse,864,2.0,3,1670,554
Crescent Heights,0,1,2,20,Apartment,605,1.0,1,1650,1798
Crescent Heights,0,1,2,20,Apartment,636,1.0,1,1675,1798
Crescent Heights,0,1,2,20,Apartment,911,1.0,2,1430,1798
Crescent Heights,0,1,2,20,Apartment,911,1.0,2,1450,1798
Crescent Heights,0,1,2,20,Apartment,756,1.0,1,1275,1798
Crescent Heights,0,1,2,20,Apartment,792,1.0,1,1290,1798
Crescent Heights,0,1,2,20,Apartment,850,1.0,2,1420,1798
Crescent Heights,0,1,2,20,Apartment,896,1.0,2,1430,1798
Crescent Heights,0,1,2,20,Apartment,913,1.0,2,1430,1798
Crescent Heights,0,1,2,20,Apartment,896,1.0,2,1440,1798
Crescent Heights,0,1,2,20,Apartment,850,1.0,2,1450,1798
Crescent Heights,0,1,2,20,Apartment,913,1.0,2,1450,1798
South Calgary,0,0,0,12,Shared,1200,1.5,1,1200,1105
Eau Claire,0,1,19,17,Apartment,914,2.0,2,1800,1677
Beltline,0,1,2,17,Condo,750,1.0,1,1390,624
Shawnessy,0,1,0,25,Condo,1200,1.5,1,1350,1482
Charleswood,1,0,0,10,Basement,864,1.0,2,1100,552
Beltline,0,0,12,6,Condo,590,1.0,1,1400,1098
Southview,0,0,0,10,Main,1300,1.0,3,1199,1616
South Calgary,0,0,0,16,Apartment,350,1.0,2,1211,1413
Parkdale,0,0,2,15,Apartment,864,2.0,2,1600,263
Woodlands,1,0,0,12,Apartment,864,1.0,1,1069,1467
Woodlands,1,0,0,12,Apartment,864,1.0,2,1039,1467
Marlborough,0,0,0,8,Basement,864,1.0,2,1100,137
Cornerstone,1,1,6,7,Apartment,632,1.0,1,1150,2045
Cornerstone,1,1,6,7,Apartment,901,2.0,2,1350,2045
Cornerstone,1,1,6,7,Apartment,811,1.5,3,1400,2045
Cornerstone,1,1,6,7,Apartment,721,2.0,2,1300,2045
Cornerstone,1,1,6,7,Apartment,645,1.0,2,1175,2045
Cornerstone,1,1,6,7,Apartment,907,2.0,3,1500,2045
East Village,0,1,22,10,Condo,1213,2.0,2,2600,1403
Mayland Heights,0,0,0,10,Main,1006,1.0,3,1300,531
Royal Oak,0,1,8,9,Condo,679,1.0,1,1100,698
Stanley Park,0,1,0,21,House,2620,2.0,5,2600,2744
Huntington Hills,1,0,0,13,Basement,972,1.0,3,1100,1249
Inglewood,1,1,0,14,Loft,956,1.5,1,1900,1188
Southview,0,0,0,10,Townhouse,864,1.5,2,1000,801
Lakeview,0,1,0,9,Basement,950,1.0,3,1050,923
Erlton,0,1,8,17,Condo,864,2.0,2,1850,1360
Spruce Cliff,1,0,0,6,Basement,864,1.0,2,850,665
West Springs,1,1,2,10,Condo,1120,2.5,2,2000,1119
Brentwood,0,0,5,10,Apartment,1000,1.0,2,1200,1257
Royal Oak,0,1,6,8,Condo,700,1.0,1,1200,714
Redstone,1,1,0,14,Duplex,1563,2.5,3,1625,817
Beltline,0,1,10,15,Condo,950,2.0,2,2000,1235
Beltline,0,1,9,9,Condo,900,2.0,2,1695,932
Forest Lawn,1,0,0,8,Main,1000,1.0,3,1095,530
Palliser,1,0,1,12,Apartment,864,1.0,1,1019,1531
Palliser,1,0,1,12,Apartment,864,1.0,2,1059,1531
Montgomery,0,0,0,12,Shared,864,1.0,1,600,805
Victoria Park,1,1,4,9,Condo,592,1.0,1,1250,653
Fonda,1,0,0,13,Main,864,1.0,2,1250,1046
Banff Trail,0,0,0,14,Basement,1200,1.0,3,825,288
Victoria Park,0,1,11,14,Condo,821,2.0,2,1900,67
Mount Pleasant,0,0,0,19,House,864,1.5,3,1700,830
Eau Claire,0,1,5,7,Apartment,580,1.0,1,1050,559
Eau Claire,0,1,5,7,Apartment,800,1.0,2,1300,559
Eau Claire,0,1,5,7,Apartment,580,1.0,1,1025,559
Eau Claire,0,1,5,7,Apartment,580,1.0,1,1075,559
Eau Claire,0,1,5,7,Apartment,800,1.0,2,1250,559
Eau Claire,0,1,5,7,Apartment,800,1.0,2,1275,559
Spruce Cliff,0,1,17,15,Condo,983,2.0,2,1595,1297
Downtown,0,1,7,12,Condo,700,1.0,1,1450,1248
Beddington,0,0,0,11,Basement,864,1.0,2,1330,899
Temple,0,0,0,11,Basement,864,1.0,2,995,439
Monterey Park,0,0,0,22,Basement,864,1.0,3,1000,327
Redstone,1,1,0,11,Basement,593,1.0,1,850,459
Lower Mount Royal,0,0,3,10,Apartment,864,1.0,2,950,1101
New Brighton,0,1,0,19,House,2100,3.5,4,2600,2528
Mission,1,1,2,20,Condo,586,1.0,1,1550,621
Bowness,0,0,0,11,Townhouse,864,1.5,2,1275,1326
Bowness,0,0,0,11,Townhouse,864,1.5,2,1300,1326
Bridgeland,0,0,0,3,Apartment,864,1.0,2,995,343
Highwood,0,0,0,6,Basement,864,1.0,2,895,377
Bowness,0,0,0,6,Basement,850,1.0,2,797,752
Signal Hill,0,0,0,18,Main,1500,2.5,2,1500,550
-1,0,0,0,16,Condo,864,1.0,2,1195,335
Lakeview,0,1,0,3,House,864,2.0,3,3000,1124
Beltline,0,0,6,4,Apartment,866,1.0,2,1250,530
Beltline,0,0,6,4,Apartment,610,1.0,1,1050,530
Beltline,0,0,6,4,Apartment,973,1.5,2,1350,530
South Calgary,0,1,0,6,Condo,1200,2.0,2,1375,248
Bankview,1,0,1,16,Apartment,864,1.0,2,1195,337
Bankview,1,0,1,16,Apartment,864,1.0,1,950,337
Bankview,1,0,1,16,Apartment,864,1.0,2,800,337
Bowness,1,0,0,12,Townhouse,1080,1.5,3,1185,1248
Downtown,0,1,7,17,Condo,800,1.0,1,1450,631
Glenbrook,0,0,0,8,Basement,850,1.0,2,700,346
Coventry Hills,1,0,0,13,House,864,2.0,3,1450,854
Glendale,0,0,0,17,Shared,1203,2.0,5,700,1376
Bowness,1,0,1,13,Townhouse,1350,2.0,3,1325,1494
Ranchlands,0,0,0,11,Condo,864,1.0,2,1095,283
Panorama Hills,0,0,0,10,Shared,864,1.0,1,450,722
Glenbrook,1,1,0,15,House,940,2.0,2,2200,873
Cliff Bungalow,0,0,0,8,Apartment,600,1.0,1,995,906
Cliff Bungalow,0,0,0,8,Apartment,600,1.0,1,1050,906
Mount Pleasant,1,1,1,8,Condo,864,2.0,2,1550,990
Beltline,1,0,6,10,Condo,860,2.0,2,1550,716
Beltline,1,0,4,7,Condo,500,1.0,1,1250,1434
New Brighton,0,1,0,16,Townhouse,1200,2.5,3,1545,1620
Lower Mount Royal,0,0,1,6,Apartment,600,1.0,1,850,786
Victoria Park,1,1,13,12,Condo,550,1.0,1,1600,1463
Highland Park,0,0,0,10,Basement,864,2.0,3,1000,831
Bowness,0,0,0,14,Condo,1000,1.0,2,1150,1067
Dalhousie,1,1,0,12,House,1960,2.0,3,2200,838
Bowness,0,0,0,6,Apartment,925,1.0,2,1025,1336
Mckenzie Towne,0,1,4,16,Condo,850,1.0,2,1350,143
New Brighton,0,1,0,16,House,1750,2.5,3,1850,620
Rutland Park,0,0,0,10,Townhouse,1100,2.0,3,700,621
Brentwood,0,1,3,10,Apartment,864,1.0,1,1295,825
Kelvin Grove,0,1,0,12,Condo,1164,1.0,2,1300,573
Radisson Heights,1,0,0,11,Basement,864,1.0,1,895,900
West Hillhurst,1,0,0,11,House,864,2.0,2,1600,856
Lower Mount Royal,0,1,4,11,Apartment,924,1.5,2,1425,767
Lower Mount Royal,0,1,4,11,Apartment,924,1.5,2,1395,767
Lower Mount Royal,0,1,4,11,Apartment,550,1.0,1,1145,767
Lower Mount Royal,0,1,4,11,Apartment,613,1.0,1,1195,767
Lower Mount Royal,0,1,4,11,Apartment,613,1.0,1,1245,767
Lower Mount Royal,0,1,4,11,Apartment,633,1.0,1,1245,767
Lower Mount Royal,0,1,4,11,Apartment,633,1.0,1,1245,767
Lower Mount Royal,0,1,4,11,Apartment,924,1.5,2,1345,767
Lower Mount Royal,0,1,4,11,Apartment,924,1.5,2,1345,767
Lower Mount Royal,0,1,4,11,Apartment,931,1.5,2,1450,767
Lower Mount Royal,0,1,4,11,Apartment,918,1.5,2,1495,767
Lower Mount Royal,0,1,4,11,Apartment,924,1.5,2,1545,767
Lower Mount Royal,0,1,4,11,Apartment,924,1.5,2,1595,767
Sage Hill,0,0,0,8,Basement,864,1.0,1,1150,1069
Dover,0,0,0,7,Shared,950,1.0,1,450,677
Lower Mount Royal,0,0,2,10,Condo,864,1.0,1,1200,1123
Hillhurst,1,1,2,17,Condo,864,1.0,1,1450,1157
Greenview,1,0,0,10,Townhouse,1100,1.0,3,1275,1636
Haysboro,0,1,9,9,Apartment,895,1.0,1,1350,184
South Calgary,0,0,0,10,House,864,1.0,2,1950,989
Thorncliffe,0,0,0,13,Shared,1300,2.0,1,390,526
Hillhurst,0,0,6,10,Apartment,894,1.0,2,1200,961
Downtown,1,1,2,16,Condo,818,2.0,2,1750,1365
Forest Lawn,1,0,0,14,Main,864,1.0,3,1195,422
Copperfield,1,0,0,22,House,864,1.5,3,1850,1016
Kincora,1,1,0,9,Condo,765,2.0,2,1250,300
Bankview,1,0,0,14,Condo,864,2.0,2,1150,1164
Oakridge,1,1,0,16,Condo,982,1.0,2,1535,1216
Spruce Cliff,0,0,0,12,Basement,1000,1.0,2,775,486
Mission,0,0,0,5,Condo,500,1.0,1,1049,784
Mount Pleasant,0,0,0,15,House,1800,2.5,3,1950,862
Cornerstone,0,0,0,15,Basement,750,1.0,2,1100,289
Taradale,0,0,0,10,Basement,864,1.0,2,700,321
Braeside,0,0,1,14,Condo,864,2.0,2,1200,956
Lower Mount Royal,0,0,2,10,Shared,950,1.5,2,650,296
Falconridge,0,0,0,8,Duplex,900,1.0,2,1000,265
Victoria Park,1,1,11,12,Condo,900,2.0,2,1800,1231
Beltline,0,1,2,9,Condo,650,1.0,1,1450,773
Forest Heights,1,0,0,12,Townhouse,864,2.0,3,1390,652
Victoria Park,0,1,13,10,Condo,560,1.0,1,1400,559
Whitehorn,0,0,0,9,Main,864,1.0,2,1100,582
Southwood,0,0,0,9,Duplex,864,1.0,2,875,282
Rundle,0,0,0,9,Basement,864,1.0,2,900,1175
Westgate,0,1,6,8,Apartment,864,1.0,2,1095,710
Sunalta,0,1,0,13,Basement,515,1.0,1,850,1360
Thorncliffe,0,1,0,11,Main,1100,1.0,3,1500,1000
Bankview,1,1,3,10,Condo,710,1.0,2,1325,762
Bowness,0,0,0,11,Townhouse,1186,3.5,4,1700,604
Highland Park,0,0,0,17,Basement,864,1.0,1,825,567
Mission,0,0,1,5,Shared,900,1.0,2,750,1063
Kingsland,0,0,0,12,Apartment,900,1.0,2,1000,191
Harvest Hills,0,1,0,6,Main,864,1.0,3,1490,395
Varsity,0,0,0,9,Shared,864,1.0,1,450,1614
Beltline,0,0,4,12,Condo,640,1.0,1,1275,1478
Copperfield,0,0,0,13,Shared,864,1.0,1,675,1464
Beltline,0,0,1,5,Apartment,550,1.0,1,975,276
East Village,0,0,6,15,Condo,465,1.0,1,1199,912
Saddle Ridge,0,1,4,14,Condo,1025,2.0,2,1400,1202
Brentwood,0,1,0,4,Main,1100,1.5,3,1350,497
Downtown,0,0,2,5,Apartment,369,1.0,2,850,514
McKenzie Towne,0,1,0,16,House,2500,4.5,5,3800,1447
Marlborough Park,0,0,0,7,Basement,864,1.0,1,700,225
Radisson Heights,0,0,0,8,House,864,2.0,5,1850,949
Sunalta,1,1,0,9,Condo,600,1.0,1,825,316
Dalhousie,0,0,0,5,Shared,2000,3.0,3,500,3554
Sage Hill,0,0,0,13,Basement,730,1.0,1,1000,1249
Sunalta,1,0,0,5,Apartment,864,1.0,1,1075,435
Sunalta,1,0,0,5,Apartment,864,1.0,1,1125,435
Sunalta,1,0,0,5,Apartment,864,1.0,2,1250,435
Charleswood,0,0,0,15,Shared,864,1.0,2,510,1384
Charleswood,0,0,0,22,Shared,864,1.0,1,700,1070
Thorncliffe,0,0,0,13,Townhouse,1100,1.5,3,1250,812
Capitol Hill,0,1,3,15,Townhouse,1664,2.5,3,2650,890
Acadia,0,0,0,2,House,864,1.0,3,1050,1476
Bankview,0,0,1,14,Apartment,864,1.0,1,1099,527
Sunalta,0,0,0,3,Apartment,864,1.0,1,850,413
Sunalta,0,0,0,3,Apartment,864,1.0,1,800,413
South Calgary,0,0,0,10,Apartment,1200,1.0,2,945,805
Downtown,0,0,4,5,Apartment,864,1.0,2,800,1211
Victoria Park,0,1,16,17,Condo,864,1.0,1,1495,1277
Dalhousie,0,1,0,10,Shared,1150,2.5,5,495,551
Mission,1,1,2,10,Apartment,925,1.0,2,2000,1112
Capitol Hill,0,1,1,19,Townhouse,1664,3.0,3,2600,536
Acadia,1,0,0,11,Basement,1000,1.0,1,1075,271
Radisson Heights,0,0,0,9,House,864,2.0,4,2025,1144
Banff Trail,0,0,1,10,Apartment,925,1.0,2,1095,660
Dalhousie,0,0,0,11,Shared,2000,1.0,1,450,1278
Lincoln Park,1,1,0,9,Condo,730,1.0,1,1195,1119
Panorama Hills,0,0,0,7,Shared,864,1.0,1,800,95
Evergreen,1,1,0,18,House,864,2.5,3,1885,1417
Sunnyside,0,1,3,12,Apartment,864,1.0,1,880,711
Kincora,0,1,0,9,House,864,3.5,5,2500,372
Sunalta,0,0,3,6,Apartment,600,1.0,2,725,499
Brentwood,0,1,8,10,Condo,864,1.0,2,1350,1431
Mission,0,0,1,7,Apartment,864,1.0,2,725,500
East Village,0,0,16,12,Shared,730,1.0,1,850,835
Mayland Heights,0,0,0,12,Shared,864,1.0,1,550,287
Sunalta,0,0,3,10,Apartment,864,1.0,1,900,526
Sunalta,0,0,3,10,Apartment,864,1.0,1,900,526
Tuxedo Park,1,1,2,13,Apartment,531,1.0,1,1235,2026
Tuxedo Park,1,1,2,13,Apartment,531,1.0,1,1245,2026
Tuxedo Park,1,1,2,13,Apartment,545,1.0,1,1255,2026
Tuxedo Park,1,1,2,13,Apartment,545,1.0,1,1265,2026
Tuxedo Park,1,1,2,13,Apartment,566,1.0,1,1275,2026
Tuxedo Park,1,1,2,13,Apartment,563,1.0,1,1285,2026
Tuxedo Park,1,1,2,13,Apartment,563,1.0,1,1290,2026
Tuxedo Park,1,1,2,13,Apartment,563,1.0,1,1310,2026
Tuxedo Park,1,1,2,13,Apartment,780,1.5,2,1585,2026
Tuxedo Park,1,1,2,13,Apartment,1100,2.0,2,2475,2026
Downtown,0,1,14,22,Shared,750,2.0,2,1000,1215
Banff Trail,1,1,5,5,Shared,864,1.0,1,775,3488
Banff Trail,1,1,5,5,Apartment,864,1.0,2,940,3488
Rosscarrock,0,0,0,3,Apartment,864,1.0,2,1100,616
Panorama Hills,0,1,2,17,Apartment,897,2.0,2,1350,481
Mission,1,1,6,12,Apartment,535,1.0,1,1105,1683
Mission,1,1,6,12,Apartment,695,1.0,1,1174,1683
Mission,1,1,6,12,Apartment,830,1.0,2,1344,1683
Mission,1,1,6,12,Apartment,830,1.0,2,1388,1683
Mission,1,1,6,12,Apartment,965,2.0,2,1517,1683
Mission,1,1,6,12,Apartment,965,2.0,2,1542,1683
Mission,1,1,6,12,Apartment,1870,2.0,3,2699,1683
Mission,1,1,6,12,Apartment,430,1.0,2,1044,1683
Beltline,0,1,4,10,Apartment,1070,1.5,2,1290,893
Marlborough,0,0,0,4,Main,864,2.0,5,1250,726
Beltline,0,0,0,10,Apartment,400,1.0,1,850,1546
Beltline,1,1,0,10,Apartment,830,2.0,2,1595,942
Skyview,1,0,0,6,Apartment,641,1.0,1,1098,1097
Skyview,1,0,0,6,Apartment,851,1.0,2,1217,1097
Skyview,1,0,0,6,Apartment,945,2.0,2,1281,1097
Skyview,1,0,0,6,Apartment,1040,2.0,2,1327,1097
Skyview,1,0,0,6,Apartment,1057,2.0,3,1373,1097
Sunnyside,0,0,3,8,Apartment,625,1.0,1,925,1286
Sunnyside,0,0,3,8,Apartment,625,1.0,1,1195,1286
Sunnyside,0,0,3,8,Apartment,1050,1.5,2,1295,1286
Sunnyside,0,0,3,8,Apartment,625,1.0,1,995,1286
Kincora,0,1,2,6,Condo,864,2.0,2,1290,659
Banff Trail,1,1,6,9,Apartment,864,1.0,2,1550,2748
Banff Trail,1,1,6,9,Apartment,864,1.0,2,1045,2748
Varsity,0,1,0,16,Apartment,864,2.0,2,1595,694
Beltline,0,1,16,17,Condo,1250,2.0,2,3600,1605
West Springs,0,1,2,10,Condo,675,1.0,1,1450,1558
Haysboro,1,0,1,8,Condo,950,1.0,2,1150,525
Bankview,0,0,2,14,Apartment,800,1.0,2,1150,525
Skyview,0,1,2,14,Condo,998,2.0,2,1500,1409
Beltline,1,0,2,11,Apartment,856,1.0,2,1200,964
Downtown,0,1,2,7,Condo,855,2.0,2,1550,1361
Ranchlands,0,0,6,13,Apartment,695,1.0,1,910,707
Ranchlands,0,0,6,13,Apartment,890,1.0,2,1030,707
Ranchlands,0,0,6,13,Apartment,1065,1.0,3,1190,707
Downtown,0,1,3,11,Apartment,707,1.0,1,1400,264
West Springs,0,1,2,8,Condo,675,1.0,1,1500,1358
Beltline,1,1,4,9,Apartment,702,1.0,1,1400,1318
Brentwood,0,0,0,12,Shared,1150,2.0,6,475,876
Pineridge,1,0,0,9,Main,1500,2.0,3,1299,516
Beltline,0,1,4,11,Apartment,970,1.0,2,1245,484
Richmond/Knob Hill,1,1,0,7,House,864,1.0,2,1445,934
-1,1,1,2,12,Condo,885,2.0,2,1600,1960
Inglewood,0,0,0,9,Basement,864,1.0,1,900,1345
Fairview,0,0,0,14,Basement,975,1.0,1,795,1239
Varsity,0,1,0,12,House,1560,2.5,3,2050,1257
Lincoln Park,0,1,6,13,Condo,700,1.0,1,1375,795
McKenzie Towne,0,1,0,7,Condo,864,2.0,2,1400,485
Canyon Meadows,0,0,0,10,Townhouse,1205,1.0,2,1300,756
Parkdale,0,0,0,17,Basement,864,1.0,2,1000,756
Altadore,1,1,0,15,Condo,864,2.0,2,1395,668
Shaganappi,0,1,2,10,Condo,750,2.0,2,1650,858
Rundle,0,0,0,3,Shared,864,1.0,1,340,475
Highland Park,0,0,3,9,Apartment,600,1.0,1,825,882
Varsity,0,0,0,2,Apartment,850,1.0,2,1150,884
Connaught,1,1,4,10,Shared,800,1.0,1,925,1237
Altadore,1,0,0,19,Condo,650,1.0,1,1250,1096
Downtown,0,1,4,10,Condo,566,1.0,1,1100,766
Country Hills Village,0,1,2,9,Condo,850,2.0,2,1350,950
Southview,1,0,0,18,Main,1050,1.0,3,1250,788
Marlborough,0,1,0,4,Main,864,1.5,3,1600,749
Spruce Cliff,0,0,0,12,Condo,958,1.5,3,1495,900
Millrise,0,1,19,8,Condo,930,2.0,2,1425,1227
Spruce Cliff,0,1,7,17,Condo,975,1.0,1,1650,1084
Brentwood,0,1,8,12,Condo,864,1.0,2,1500,340
Renfrew,0,0,2,8,Condo,950,1.0,2,1250,625
East Village,0,0,4,9,Apartment,864,1.0,1,950,679
Sunnyside,0,0,0,8,Apartment,2021,1.0,1,1000,472
Sunnyside,0,0,0,8,Apartment,2021,1.0,2,1175,472
Sunnyside,0,0,0,8,Apartment,864,1.0,1,950,472
Sunnyside,0,0,0,8,Apartment,864,1.0,2,1150,472
Sunnyside,0,0,0,8,Apartment,864,1.0,3,1600,472
Sunnyside,0,0,3,11,Apartment,825,1.0,2,1195,1189
Lower Mount Royal,0,0,0,9,Condo,650,1.0,1,1100,450
Bridgeland,0,1,4,8,Apartment,900,1.0,2,1650,808
Mission,1,1,4,10,Condo,759,1.5,1,1690,1421
Saddle Ridge,0,1,0,16,House,2400,2.5,3,2000,84
Tuxedo Park,0,1,0,10,Townhouse,864,2.5,3,2100,696
Beltline,0,0,12,7,Condo,864,1.0,1,850,765
Haysboro,0,0,0,11,Basement,864,1.0,2,1000,168
Bankview,0,1,0,23,Townhouse,2100,3.5,3,3200,2429
Bankview,0,0,3,5,Apartment,864,1.0,2,1050,538
Bankview,0,0,3,5,Apartment,864,1.0,2,1050,538
Bankview,0,0,0,9,Basement,900,1.0,1,700,419
Eau Claire,0,1,8,10,Apartment,1110,2.0,2,2200,496
Glenbrook,0,0,0,8,Condo,1100,1.0,3,1500,1590
Cornerstone,1,1,6,11,Condo,632,1.0,1,1200,487
Hillhurst,0,1,1,3,Apartment,864,1.0,2,1125,879
Haysboro,0,1,4,15,Apartment,713,1.0,1,1200,1153
Quarry Park,1,1,1,7,Apartment,864,1.0,1,1319,1822
Quarry Park,1,1,1,7,Apartment,864,1.0,2,1769,1822
Currie Barracks,0,1,2,12,Condo,754,1.0,2,1550,903
Taradale,0,0,0,7,Shared,864,1.0,1,400,273
Ogden,0,0,0,11,Basement,864,1.0,1,850,478
Haysboro,1,0,3,6,Apartment,864,1.0,1,1050,516
Haysboro,1,0,3,6,Apartment,678,1.0,1,1150,516
Haysboro,1,0,3,6,Apartment,864,1.0,2,1250,516
Downtown,0,1,13,10,Condo,648,1.0,1,1300,2204
Downtown,0,1,13,10,Condo,714,1.0,1,1400,2204
Beltline,0,1,19,10,Apartment,589,1.0,1,1650,1335
Braeside,1,0,0,9,Apartment,864,1.0,2,1225,2606
Braeside,1,0,0,9,Townhouse,864,1.0,2,1300,2606
Braeside,1,0,0,9,Townhouse,864,1.0,2,1350,2606
Marlborough,1,0,0,9,Apartment,864,1.0,1,1019,1424
Marlborough,1,0,0,9,Apartment,864,1.0,2,1099,1424
Temple,0,0,0,9,Main,840,1.0,2,1200,210
Country Hills,0,1,0,9,Basement,864,1.0,2,900,876
Beltline,0,1,2,15,Townhouse,1700,1.5,3,1795,1463
Downtown,1,1,4,6,Apartment,970,2.0,2,2200,1171
Downtown,1,1,9,11,Condo,1435,2.0,2,1850,783
Sunnyside,0,1,2,8,Condo,600,1.0,1,1550,786
Greenview,0,0,0,5,Apartment,854,1.0,2,1100,891
Victoria Park,0,1,13,16,Condo,890,2.0,2,2200,1124
Glenbrook,1,0,0,14,Duplex,1200,1.0,2,1250,241
Falconridge,0,0,0,10,Basement,864,1.0,2,775,543
Taradale,1,1,2,20,Condo,724,1.0,2,1500,2823
Montgomery,1,0,0,18,Basement,800,1.0,1,1050,540
Downtown,0,1,13,10,Condo,1067,2.0,2,3250,2430
Downtown,0,1,13,10,Apartment,545,1.0,1,1850,2430
Downtown,0,1,13,10,Condo,648,1.0,1,1950,2430
Downtown,0,1,13,10,Condo,714,1.0,1,2200,2430
Downtown,0,1,13,10,Condo,854,2.0,2,2750,2430
Sunalta,1,0,3,18,Townhouse,985,2.0,3,1450,1344
Inglewood,0,1,3,11,Condo,800,1.0,1,1650,957
Radisson Heights,1,0,4,4,Apartment,864,1.0,1,1149,1527
Radisson Heights,1,0,4,4,Apartment,864,1.0,1,1149,1527
Radisson Heights,1,0,4,4,Apartment,864,1.0,2,1259,1527
Radisson Heights,1,0,4,4,Apartment,864,1.0,2,1389,1527
New Brighton,0,0,0,16,Basement,864,2.0,2,1075,613
Charleswood,0,0,0,20,Shared,864,1.0,1,475,714
Brentwood,0,0,0,18,Shared,864,2.0,1,565,1926
Beltline,0,0,2,3,Apartment,864,1.0,2,1100,978
Beltline,0,0,2,3,Apartment,864,1.0,2,1100,978
Beltline,0,0,2,3,Apartment,864,1.0,2,1100,978
Beltline,0,0,2,3,Apartment,864,1.0,2,1100,978
Beltline,0,0,2,3,Apartment,864,1.0,2,1100,978
Evanston,0,0,0,3,Basement,864,1.0,1,925,1576
Kincora,0,0,4,10,Condo,564,1.0,1,1200,1160
Spruce Cliff,0,1,4,14,Condo,650,1.0,1,1150,474
Cornerstone,1,1,0,8,Duplex,1544,2.5,3,1625,815
Pineridge,0,0,0,4,Main,975,1.0,2,950,424
South Calgary,1,1,2,25,Condo,864,2.5,2,3100,4943
Capitol Hill,0,0,0,5,Main,710,1.0,2,900,263
Elboya,0,0,0,5,Condo,864,1.0,2,1000,494
Downtown,0,1,13,23,Apartment,854,2.0,2,1900,1530
Downtown,0,1,13,23,Apartment,996,2.0,2,2000,1530
Downtown,0,1,13,23,Apartment,1067,2.0,2,2200,1530
Downtown,0,1,13,23,Apartment,648,1.0,1,1250,1530
Downtown,0,1,13,23,Apartment,685,1.0,1,1600,1530
Downtown,0,1,13,23,Apartment,780,1.0,1,1875,1530
Downtown,0,1,13,23,Apartment,1096,2.0,2,2600,1530
Downtown,0,1,13,23,Apartment,1340,2.0,2,3150,1530
Downtown,0,1,13,23,Apartment,1444,2.0,2,3750,1530
Lower Mount Royal,1,1,5,10,Condo,764,1.0,2,1450,664
Kincora,0,0,0,8,Shared,864,1.0,1,560,615
Haysboro,0,1,7,9,Condo,1000,2.0,2,1600,339
Downtown,0,1,9,12,Condo,648,1.0,1,1450,1233
Whitehorn,0,0,0,13,Basement,1000,1.0,2,1000,657
Millrise,0,0,19,10,Condo,840,2.0,2,1650,1366
Lower Mount Royal,0,1,2,8,Apartment,864,1.0,2,1200,934
Altadore,0,0,1,17,Apartment,864,1.0,1,825,1437
Varsity,0,1,0,13,Main,864,1.0,2,1400,592
Inglewood,1,1,4,11,Condo,864,1.0,1,1950,1663
Skyview,0,1,0,16,Condo,904,2.0,2,1450,234
Rosscarrock,0,0,3,20,Condo,864,1.0,1,1600,923
Crescent Heights,0,1,1,6,Apartment,650,1.0,1,1200,549
Connaught,0,0,1,7,Condo,864,1.0,1,1300,523
Cornerstone,0,0,0,8,House,2195,3.0,4,1700,1204
Bridgeland,0,0,0,3,Basement,530,1.0,1,800,599
Sunalta,1,0,3,14,Condo,1100,2.0,3,1450,1338
Mission,0,0,2,5,Condo,864,1.0,1,930,695
Banff Trail,1,1,0,1,Apartment,864,1.0,1,972,1568
Banff Trail,1,1,0,1,Apartment,864,1.0,2,1175,1568
Victoria Park,0,1,11,15,Apartment,980,2.0,2,1895,631
Lower Mount Royal,0,0,2,5,Apartment,864,1.0,1,1075,3
Killarney,1,0,0,21,Duplex,1100,2.0,2,1675,1480
Thorncliffe,0,1,0,19,Basement,700,1.0,1,750,475
Spruce Cliff,1,1,16,23,Condo,1075,2.0,2,2000,468
Radisson Heights,0,0,0,10,Basement,900,1.0,2,900,1512
Beltline,0,0,3,21,Townhouse,850,1.0,1,1295,1264
Mission,0,1,1,5,Condo,864,1.0,1,1300,1115
Bankview,0,0,1,9,Apartment,950,1.0,2,1000,558
Sandstone,0,0,0,15,Basement,1200,1.0,2,1000,457
Applewood,0,1,8,12,Apartment,725,1.0,1,1375,2002
Applewood,0,1,8,12,Apartment,885,1.0,2,1350,2002
Applewood,0,1,8,12,Apartment,896,2.0,2,1375,2002
Applewood,0,1,8,12,Apartment,909,2.0,2,1375,2002
Applewood,0,1,8,12,Apartment,914,2.0,2,1375,2002
Applewood,0,1,8,12,Apartment,884,2.0,2,1425,2002
Applewood,0,1,8,12,Apartment,909,2.0,2,1425,2002
Applewood,0,1,8,12,Apartment,914,2.0,2,1425,2002
Applewood,0,1,8,12,Apartment,923,2.0,2,1425,2002
Applewood,0,1,8,12,Apartment,923,2.0,2,1425,2002
Applewood,0,1,8,12,Apartment,935,2.0,2,1425,2002
